"id","train","target","tof","r","fitem","ford","m","f1","f3","f5","f6","f7","f8","f9","f10","f12","f14","f17","f19","f20","f21","f22","f23","f26","f27","f30","f31","f35","f36","f37","f38","f39","f40","f41","f44","f50","f99","m1","m3","m5","m6","m7","m8","m9","m10","m12","m14","m17","m19","m20","m21","m22","m23","m26","m27","m30","m31","m35","m36","m37","m38","m39","m40","m41","m44","m50","m99"
7582030,1,0,2.2258726899384,2.2258726899384,5,1,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,5.9,0,0,0,0,0,0,0,0
7584075,0,44.85,1.50308008213552,0.772073921971253,9,2,49.19,1,0,3,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12.4,0,0,0,0,4.95,0,4.99,0,0,21.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7585047,1,0,3.08281998631075,3.08281998631075,3,1,371.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.31,0,0,0,0,0,50.11,0,305.75,0,0
7585985,0,43.7,4.96919917864476,0.290212183436003,97,9,783.15,2,3,2,0,1,8,0,1,4,11,0,20,16,1,0,3,0,1,0,9,3,1,0,0,0,0,1,0,0,10,9.18,19.3,20.39,0,5.01,67.67,0,4.95,40.45,97.57,0,199.57,127.17,2.56,0,25.19,0,12.9,0,65.24,20.81,2.56,0,0,0,0,15.24,0,0,47.4
7587163,0,0,3.12936344969199,2.17385352498289,7,2,76.12,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10.2,5,0,0,20.29,0,0,12.73,0,0,0,0,0,0,0,0,0,0,27.9,0,0,0,0,0,0,0,0,0,0
7588488,1,0,3.64681724845996,1.61533196440794,83,16,1007.25,1,0,11,0,0,2,0,2,5,16,0,18,1,0,0,0,0,0,0,10,3,0,1,3,0,0,0,3,1,6,7.95,0,100.5,0,0,47.7,0,14.99,107.6,124.47,0,291.68,14.95,0,0,0,0,0,0,108.95,16.45,0,9.95,19.85,0,0,0,16.95,15.29,109.98
7588607,0,0,4.60780287474333,4.60780287474333,3,1,18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,13.73,0,0,0,0,0,0,0,0,0
7591225,1,10.9,1.11430527036277,1.11430527036277,1,1,39.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7592965,0,0,3.98357289527721,3.98357289527721,1,1,10.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.12,0,0,0,0,0,0,0,0,0,0
7594763,1,0,4.48186173853525,1.54140999315537,11,3,172.79,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,29.8,30.36,0,25.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.09
7594780,0,0,4.96919917864476,4.96919917864476,1,1,25.46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7597533,0,0,4.35318275154004,3.12936344969199,8,2,69.69,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15.24,0,0,5.01,12.27,0,0,0,0,0,0,10.12,5.11,0,5.11,0,0,0,0,0,10.2,6.62
7598190,0,0,4.75838466803559,0.427104722792608,64,7,502.28,0,0,1,0,0,0,0,0,0,35,0,3,7,0,0,1,0,0,0,0,6,1,1,0,0,0,0,1,0,8,0,0,2.5,0,0,0,0,0,0,298.82,0,21.13,64.65,0,0,10.2,0,0,0,0,40.04,2.95,3.95,0,0,0,0,3.95,0,54.09
7599099,0,0,4.54209445585216,0.42984257357974,14,4,293.96,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,2,0,0,0,0,2,1,0,110.56,0,0,0,15.31,0,0,0,0,50.11,0,0,9.95,0,0,9.8,0,0,0,12.68,15.24,0,11.62,0,0,0,0,38.27,20.43,0
7600186,0,0,4.25462012320329,3.41957563312799,6,2,101.67,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,45.63,0,15.31,0,0,0,0,25.46,0,0,0,0,0,0,0,0,0,0,10.17,0,0,0,0,0,0,5.09,0,0
7600577,0,0,2.94866529774127,2.94866529774127,2,1,16.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64,0,7.57,0,0,0,0,0,0,0
7600623,0,0,0.657084188911704,0.657084188911704,3,1,17.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,12.95,0,0,0,0,0,0,0
7603517,1,0,2.78713210130048,2.78713210130048,3,1,33.45,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7604092,0,0,1.0321697467488,1.0321697467488,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7604947,1,0,1.26488706365503,1.06228610540726,4,2,112.85,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.95,0,84.95,0,0,0,0,0,0,0,7.95,0,0,0,0,0,0,0,0,0,0
7606664,1,0,4.76112251882272,1.89459274469541,14,4,160.78,0,0,1,0,0,0,0,0,5,1,0,1,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,14.95,0,0,0,0,0,67.85,15.31,0,10.12,9.95,0,0,0,7.64,0,0,14.91,5.09,14.95,0,0,0,0,0,0,0,0
7606699,1,0,2.97330595482546,1.82067077344285,12,5,182.21,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,9.9,0,9.9,0,0,0,0,0,0,0,0,9.66,10.17,0,0,0,0,0,0,7.95,0,0,0,0,0,0,0,89.21,19.9,25.51
7607644,0,0,5.27583846680356,4.98562628336756,4,3,50.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.55
7607903,0,0,3.97535934291581,3.97535934291581,4,1,45.86,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,10.12,0,0,0,0,0,0,24.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7608314,0,0,4.20260095824778,0.783025325119781,20,7,257.96,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,3,3,0,2,0,0,1,2,1,0,1,19.95,0,0,15,5,0,0,0,0,20.35,0,0,0,0,0,20.35,19.07,0,0,20.15,21.63,0,15.9,0,0,12.95,32.85,4.95,0,49.8
7608837,0,0,5.25119780971937,0.0629705681040383,18,8,161.64,0,0,1,0,0,2,0,0,1,2,0,2,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,7.95,0,0,20.15,0,0,6.54,25.6,0,54.8,6.5,0,0,29.7,0,0,0,0,3.95,6.45,0,0,0,0,0,0,0,0
7609752,0,0,1.22929500342231,1.22929500342231,4,1,88.4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7612672,0,0,5.18001368925394,0.0219028062970568,16,6,176.85,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,133.64,0,0,15.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.97,0
7612737,1,0,0.772073921971253,0.769336071184121,2,2,12.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95
7612800,0,0,1.26488706365503,1.26488706365503,4,1,59.79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,9.95,29.9,0,0
7612877,0,0,4.83504449007529,4.83504449007529,8,1,66.57,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20.66,5.11,0,0,0,5.09,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.29,0,0
7613032,0,34.6,3.59206023271732,0.572210814510609,15,5,170.1,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,77.35,0,15.24,20.35,0,0,0,0,0,0,11.73,0,0,0,0,0,6.54,0,0,34.9,3.99
7613555,0,0,4.76112251882272,0.161533196440794,8,3,200.09,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,50.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.46,99.6,24.95
7615531,1,0,5.23203285420945,0.865160848733744,20,8,268.78,2,2,2,1,1,1,0,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.1,16.34,22.85,5.01,10.2,64,0,0,35.66,0,19.43,29.96,29.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68,0,0
7615744,1,0,3.93702943189596,0.0355920602327173,75,13,761.57,3,1,1,0,0,4,0,1,0,11,0,4,1,0,1,0,2,0,0,1,26,0,2,0,0,1,1,0,2,13,15.51,24.9,2.56,0,0,54.52,0,9.95,0,103.11,0,20.9,4.99,0,4.8,0,29.9,0,0,9.95,207.34,0,12.9,0,0,6.95,15.31,0,39.8,198.18
7617224,0,0,0.687200547570157,0.402464065708419,12,2,124.38,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,9,12.8,0,0,4.95,0,0,5.99,0,0,0,0,35.85,0,50.8,0,0,0,0,0,0,0
7620284,0,0,1.93292265571526,0.418891170431211,5,2,46.35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95,0,0,0,0,0,0,0,6.5,0,14.95,0,0,0,0,14.95,0,0,0
7622635,0,0,2.22313483915127,2.01779603011636,6,2,52.7,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0,0,0,19.95,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7622864,0,0,4.33949349760438,0.180698151950719,24,13,248.89,1,1,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,6,0,5,0,0,0,0,0,2,1,0,1,1,9.95,25.51,0,8.59,16.8,0,0,0,0,0,0,7.64,18.15,0,0,0,0,55.68,0,43.03,0,0,0,0,0,17.85,9.95,0,10.2,25.54
7623291,0,0,4.60780287474333,0.457221081451061,49,12,586.47,1,0,0,0,0,0,0,0,2,10,0,4,19,0,0,0,0,0,0,2,6,0,3,0,0,0,1,0,0,1,7.9,0,0,0,0,0,0,0,21.78,85.93,0,75.64,252.3,0,0,0,0,0,0,20.94,64.05,0,31.8,0,0,0,15.24,0,0,10.9
7623917,0,0,2.79534565366188,2.79534565366188,1,1,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.95,0,0,0,0,0,0,0,0,0,0
7625251,0,0,4.41067761806982,0.251882272416153,8,3,54.11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4.99,0,0,6.95,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,29.14
7626037,1,0,5.24024640657084,2.24229979466119,27,11,388.01,0,0,0,0,0,4,0,1,7,2,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,35.45,0,4.06,184.43,12.73,62.74,40.78,16.23,0,0,0,0,0,0,2.56,0,0,0,0,0,16.36,0,0,0,12.68
7626657,0,0,2.97604380561259,2.97604380561259,4,1,142.6,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.19,15.31,0,0,0,15.31,0,0,0,0,0,0,0,0,0,12.78,0,0,0,0,0,0,0,0,0,0
7627394,1,0,3.13210130047912,1.21286789869952,18,6,264.73,0,0,0,1,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,2,3,0,0,0,8.95,9.9,0,8.95,0,30,0,0,19.85,16.9,0,0,0,0,0,0,30.38,0,5,24.8,0,0,0,0,15.29,33.8,60.92
7628021,0,0,4.56673511293635,4.56673511293635,2,1,18.79,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67,0,0,10.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7628110,0,0,4.2135523613963,0.698151950718686,10,3,105.8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,56.08,0,0,0,0,0,0,0,23.83,0,7.95,0,0,0,0,0,0,17.95
7628315,1,0,0.0985626283367557,0.0985626283367557,7,1,76.25,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7629206,1,0,4.21629021218344,0.744695414099932,32,7,327.78,4,3,1,0,0,0,0,1,0,3,0,0,3,0,0,1,3,1,1,1,1,1,3,0,0,0,0,2,1,2,34.15,75.98,5.5,0,0,0,0,4.06,0,25,0,0,24.14,0,0,7.57,30.45,9.9,10.2,3.95,7.95,6.95,49.36,0,0,0,0,12.01,6.99,13.62
7629389,0,0,0.955509924709103,0.955509924709103,7,1,71.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.65
7629648,0,0,3.29363449691992,3.29363449691992,2,1,85.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,75.67,0,0
7629770,0,29.9,0.59958932238193,0.410677618069815,4,2,36.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,16.94
7632819,0,0,2.97604380561259,2.97604380561259,2,1,17.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.77,0,0,0,0,0,0,0,0,0
7633211,1,0,3.22792607802875,1.79876796714579,2,2,55.46,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.56,0,0,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7633378,1,0,4.60506502395619,2.25872689938398,10,3,116.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,1,0,0,0,0,0,7.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.73,0,0,0,35.64,0,0,0,22.5,0,0,0,0
7635303,1,0,3.77275838466804,1.77138945927447,18,4,186.36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.94,0,0,0,0,0,0,0,81.17,66.74,2.5,0,0,0,0,0,0,0,0
7636245,0,0,4.35865845311431,1.45379876796715,21,11,280.45,0,0,0,0,0,1,0,1,0,0,1,2,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7.67,0,5.09,0,0,5.09,40.75,155.85,0,0,0,0,0,0,45.85,0,0,0,0,0,0,0,10.02,0,10.12
7636555,0,0,3.1211498973306,1.32785763175907,5,3,47.42,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7.95,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.57,0,0,0,0,0,0,0
7636652,0,0,2.98699520876112,1.57973990417522,10,2,81.09,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,8.59,0,4.95,0,0,0,0,0,0,6.95,0,9.9,7.9,0,0,0,0,0,0,0,15.18,0,0,0,0,14.95,0,0,0,12.68
7637381,0,99,4.60780287474333,3.01163586584531,14,3,156.97,0,0,0,0,1,3,0,1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.31,34.64,0,10.2,0,0,0,73.88,10.17,0,0,0,0,0,0,0,7.64,0,0,0,0,5.11,0,0,0,0
7639082,0,0,4.60232717316906,0.0602327173169062,19,4,394.35,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,12,0,0,0,0,0,50.11,0,0,0,35.26,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,49.95,0,247.13
7639929,0,0,3.58932238193018,1.95482546201232,9,2,85.45,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.02,39.75,0,10.17,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,0,2.56,0,0
7640609,1,0,1.99041752224504,1.09787816563997,16,3,250.33,0,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,2.5,0,0,0,0,0,0,50.78,0,9.8,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,129.55,0,49.9
7641214,0,0,1.25119780971937,1.25119780971937,4,1,69.55,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8,0,8.9,0,12.95,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0
7643578,1,0,1.99041752224504,0.112251882272416,26,5,218.88,0,2,0,0,0,0,0,0,0,10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,19.8,0,0,0,0,0,0,0,80.79,0,73.49,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95,0,0,19.95
7643730,1,59.75,0.0164271047227926,0.0164271047227926,3,1,22.65,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
7644167,0,0,2.20123203285421,0.216290212183436,29,4,261.34,0,0,0,0,1,1,0,0,1,7,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,11,0,0,0,0,14.95,6.95,0,0,29.95,44.5,0,14.9,0,0,0,0,5,0,0,0,10.9,0,0,0,0,22.85,0,0,0,111.34
7646020,1,17.9,3.60301163586585,0.687200547570157,10,5,101.23,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.95,0,5.99,40.75,0,0,7.95,0,0,0,0,25.38,0,0,0,0,5.09,0,0,0,10.12
7647409,0,0,3.12662559890486,3.12662559890486,2,1,35.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,15.29,0,0,0,0
7649711,0,0,1.20465434633812,0.695414099931554,28,3,296.47,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7650094,0,0,5.26762491444216,0.0383299110198494,16,10,287.1,0,0,0,0,0,0,0,0,1,0,0,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,15.24,0,0,190.84,42.75,0,0,0,0,0,0,5.11,0,0,0,0,0,0,25.51,0,0,7.64
7650230,0,0,4.18343600273785,0.999315537303217,9,3,98.67,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,6.54,0,3.95,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,28.49,17.9,0,0,0,0,28.99,0,0,0,0
7651180,1,0,5.26762491444216,0.0985626283367557,36,17,288.33,0,0,1,0,0,0,0,0,0,24,0,3,2,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.71,0,28.19,14.9,0,0,0,0,0,20.4,16.74,12.44,0,0,4.95,0,0,0,0,0,0
7653859,0,0,2.97878165639973,2.97878165639973,2,1,17.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.59
7654561,0,0,4.7501711156742,4.7501711156742,5,1,56.47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,7.57,0,0,0,0,0,10.23,0,0,0,35.64
7654928,0,42.79,4.9719370294319,4.9719370294319,2,1,76.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.46,0,0,0,0,0,0,0,0,50.62,0,0,0,0,0,0,0,0,0,0,0
7656297,1,0,1.14989733059548,0.813141683778234,9,2,84.5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,0,0,0,19.9,0,0,0,9.95,0,0,0,0,0,0,50.7,0,0,0,0,0,0,0,0,0
7656408,0,0,2.02874743326489,0.172484599589322,41,15,296.3,1,0,0,0,0,0,0,0,0,36,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262.05,0,19.8,0,0,0,0,0,0,0,0,0,0,7.95,0,0,0,0,6.5,0,0
7658486,1,0,1.95756331279945,1.8425735797399,13,2,72.45,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,20.85,0,0,0,0,0,0,6.95,0,0,0,0,0,0,9.85,0,16.9,0,0,0,0,7.95,9.95,0,0
7658885,1,0,4.94729637234771,0.0629705681040383,64,9,576.53,2,0,1,0,1,0,0,0,0,30,0,2,9,0,0,0,1,0,0,6,2,0,6,2,0,0,0,1,1,0,11.59,0,4.95,0,10.12,0,0,0,0,242.37,0,20.02,112.12,0,0,0,5.01,0,0,60.1,16.49,0,49.22,13.9,0,0,0,10.2,20.43,0
7658974,0,0,2.22313483915127,2.22313483915127,1,1,6.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7659148,0,0,3.35934291581109,3.35934291581109,1,1,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7659245,1,0,3.64681724845996,1.4072553045859,10,6,216.25,1,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.31,25.51,0,0,0,0,0,0,0,0,0,100.1,65.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7660413,1,0,4.60780287474333,3.01163586584531,21,6,331.98,1,0,0,0,0,1,0,0,1,4,0,7,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,8.13,0,0,0,0,25.46,0,0,25.46,114.4,0,93.31,0,0,0,0,0,0,0,0,16.77,0,6.62,0,0,0,0,0,35.69,6.14
